Loaded 3528 per-layer records from src/TruncGPTQ/tuning_results_20260314_120603/

=== METHOD / EPS SUMMARY ===
threshold_method       eps  runs  mean_rel_err  std_rel_err   mean_rank  mean_ppl
             abs  0.000001     1      0.056252     0.022662 5180.698413  8.819189
          energy 0.000001  4091               0.017802      0.018049       8.751155       Trunc_W4_Sym_energy_1e-06_cuda_immediate_fp32_addmm_block512_seed40
    mean_trimmed 0.010000  4089               0.017859      0.018003       8.780985  Trunc_W4_Sym_mean_trimmed_0.01_cuda_immediate_fp32_addmm_block512_seed40
             abs 0.000001  4088               0.017862      0.018027       8.819189          Trunc_W4_Sym_abs_1e-06_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000010  4086               0.017910      0.017929       8.784207       Trunc_W4_Sym_energy_1e-05_cuda_immediate_fp32_addmm_block512_seed40

[layer_0.self_attn.o_proj]
threshold_method      eps  rank  relative_output_error  layer_time_s  quantized_ppl                                                                experiment
    mean_trimmed 0.001000  4096               0.023380      0.069817       8.873631 Trunc_W4_Sym_mean_trimmed_0.001_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000001  4093               0.023434      0.067698       8.751155       Trunc_W4_Sym_energy_1e-06_cuda_immediate_fp32_addmm_block512_seed40
    mean_trimmed 0.010000  4080               0.023534      0.069307       8.780985  Trunc_W4_Sym_mean_trimmed_0.01_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000010  4077               0.023545      0.067418       8.784207       Trunc_W4_Sym_energy_1e-05_cuda_immediate_fp32_addmm_block512_seed40
             abs 0.000001  4074               0.023614      0.067413       8.819189          Trunc_W4_Sym_abs_1e-06_cuda_immediate_fp32_addmm_block512_seed40

[layer_0.self_attn.q_proj]
threshold_method      eps  rank  relative_output_error  layer_time_s  quantized_ppl                                                                experiment
    mean_trimmed 0.001000  4096               0.019907      0.098383       8.873631 Trunc_W4_Sym_mean_trimmed_0.001_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000001  4091               0.019912      0.097206       8.751155       Trunc_W4_Sym_energy_1e-06_cuda_immediate_fp32_addmm_block512_seed40
    mean_trimmed 0.010000  4089               0.019959      0.096401       8.780985  Trunc_W4_Sym_mean_trimmed_0.01_cuda_immediate_fp32_addmm_block512_seed40
             abs 0.000001  4088               0.019989      0.096682       8.819189          Trunc_W4_Sym_abs_1e-06_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000010  4086               0.020041      0.097264       8.784207       Trunc_W4_Sym_energy_1e-05_cuda_immediate_fp32_addmm_block512_seed40

[layer_0.self_attn.v_proj]
